cod_ibge,municipio,ano,pib_valor
1100015,Alta Floresta D'Oeste - RO,2018,498980
1100015,Alta Floresta D'Oeste - RO,2019,495775
1100015,Alta Floresta D'Oeste - RO,2020,570242
1100015,Alta Floresta D'Oeste - RO,2021,734469
1100023,Ariquemes - RO,2018,2464704
1100023,Ariquemes - RO,2019,2579278
1100023,Ariquemes - RO,2020,2817331
1100023,Ariquemes - RO,2021,3209761
1100031,Cabixi - RO,2018,140503
1100031,Cabixi - RO,2019,139976
1100031,Cabixi - RO,2020,167153
1100031,Cabixi - RO,2021,238412
1100049,Cacoal - RO,2018,2175840
1100049,Cacoal - RO,2019,2261930
1100049,Cacoal - RO,2020,2518845
1100049,Cacoal - RO,2021,2792383
1100056,Cerejeiras - RO,2018,470647
1100056,Cerejeiras - RO,2019,506494
1100056,Cerejeiras - RO,2020,600630
1100056,Cerejeiras - RO,2021,743037
1100064,Colorado do Oeste - RO,2018,330232
1100064,Colorado do Oeste - RO,2019,334922
1100064,Colorado do Oeste - RO,2020,366922
1100064,Colorado do Oeste - RO,2021,424807
1100072,Corumbiara - RO,2018,320416
1100072,Corumbiara - RO,2019,349289
1100072,Corumbiara - RO,2020,268353
1100072,Corumbiara - RO,2021,396728
1100080,Costa Marques - RO,2018,230151
1100080,Costa Marques - RO,2019,238796
1100080,Costa Marques - RO,2020,261944
1100080,Costa Marques - RO,2021,316671
1100098,Espigão D'Oeste - RO,2018,606072
1100098,Espigão D'Oeste - RO,2019,624787
1100098,Espigão D'Oeste - RO,2020,666321
1100098,Espigão D'Oeste - RO,2021,773381
1100106,Guajará-Mirim - RO,2018,837459
1100106,Guajará-Mirim - RO,2019,892778
1100106,Guajará-Mirim - RO,2020,984614
1100106,Guajará-Mirim - RO,2021,1054179
1100114,Jaru - RO,2018,1484555
1100114,Jaru - RO,2019,1500855
1100114,Jaru - RO,2020,1665151
1100114,Jaru - RO,2021,1765089
1100122,Ji-Paraná - RO,2018,3466810
1100122,Ji-Paraná - RO,2019,3783206
1100122,Ji-Paraná - RO,2020,4057176
1100122,Ji-Paraná - RO,2021,4231113
1100130,Machadinho D'Oeste - RO,2018,642283
1100130,Machadinho D'Oeste - RO,2019,632997
1100130,Machadinho D'Oeste - RO,2020,700188
1100130,Machadinho D'Oeste - RO,2021,890320
1100148,Nova Brasilândia D'Oeste - RO,2018,345779
1100148,Nova Brasilândia D'Oeste - RO,2019,359625
1100148,Nova Brasilândia D'Oeste - RO,2020,403373
1100148,Nova Brasilândia D'Oeste - RO,2021,548734
1100155,Ouro Preto do Oeste - RO,2018,807497
1100155,Ouro Preto do Oeste - RO,2019,834959
1100155,Ouro Preto do Oeste - RO,2020,885132
1100155,Ouro Preto do Oeste - RO,2021,985868
1100189,Pimenta Bueno - RO,2018,1129770
1100189,Pimenta Bueno - RO,2019,1164694
1100189,Pimenta Bueno - RO,2020,1361160
1100189,Pimenta Bueno - RO,2021,1642516
1100205,Porto Velho - RO,2018,16655670
1100205,Porto Velho - RO,2019,17906443
1100205,Porto Velho - RO,2020,19446740
1100205,Porto Velho - RO,2021,20059522
1100254,Presidente Médici - RO,2018,418683
1100254,Presidente Médici - RO,2019,427885
1100254,Presidente Médici - RO,2020,464090
1100254,Presidente Médici - RO,2021,559990
1100262,Rio Crespo - RO,2018,102476
1100262,Rio Crespo - RO,2019,111100
1100262,Rio Crespo - RO,2020,133557
1100262,Rio Crespo - RO,2021,184430
1100288,Rolim de Moura - RO,2018,1291476
1100288,Rolim de Moura - RO,2019,1281314
1100288,Rolim de Moura - RO,2020,1403499
1100288,Rolim de Moura - RO,2021,1565194
1100296,Santa Luzia D'Oeste - RO,2018,146269
1100296,Santa Luzia D'Oeste - RO,2019,142638
1100296,Santa Luzia D'Oeste - RO,2020,156765
1100296,Santa Luzia D'Oeste - RO,2021,213556
1100304,Vilhena - RO,2018,2720979
1100304,Vilhena - RO,2019,2832738
1100304,Vilhena - RO,2020,3152560
1100304,Vilhena - RO,2021,4215046
1100320,São Miguel do Guaporé - RO,2018,704874
1100320,São Miguel do Guaporé - RO,2019,616830
1100320,São Miguel do Guaporé - RO,2020,730643
1100320,São Miguel do Guaporé - RO,2021,905335
1100338,Nova Mamoré - RO,2018,508409
1100338,Nova Mamoré - RO,2019,529243
1100338,Nova Mamoré - RO,2020,601843
1100338,Nova Mamoré - RO,2021,742687
1100346,Alvorada D'Oeste - RO,2018,256200
1100346,Alvorada D'Oeste - RO,2019,260403
1100346,Alvorada D'Oeste - RO,2020,289497
1100346,Alvorada D'Oeste - RO,2021,352628
1100379,Alto Alegre dos Parecis - RO,2018,278342
1100379,Alto Alegre dos Parecis - RO,2019,288721
1100379,Alto Alegre dos Parecis - RO,2020,324519
1100379,Alto Alegre dos Parecis - RO,2021,483672
1100403,Alto Paraíso - RO,2018,328757
1100403,Alto Paraíso - RO,2019,358407
1100403,Alto Paraíso - RO,2020,396387
1100403,Alto Paraíso - RO,2021,510361
1100452,Buritis - RO,2018,680428
1100452,Buritis - RO,2019,726351
1100452,Buritis - RO,2020,781528
1100452,Buritis - RO,2021,966552
1100502,Novo Horizonte do Oeste - RO,2018,165986
1100502,Novo Horizonte do Oeste - RO,2019,165527
1100502,Novo Horizonte do Oeste - RO,2020,185088
1100502,Novo Horizonte do Oeste - RO,2021,231502
1100601,Cacaulândia - RO,2018,140567
1100601,Cacaulândia - RO,2019,144465
1100601,Cacaulândia - RO,2020,169146
1100601,Cacaulândia - RO,2021,275338
1100700,Campo Novo de Rondônia - RO,2018,285323
1100700,Campo Novo de Rondônia - RO,2019,274661
1100700,Campo Novo de Rondônia - RO,2020,331894
1100700,Campo Novo de Rondônia - RO,2021,369377
1100809,Candeias do Jamari - RO,2018,568963
1100809,Candeias do Jamari - RO,2019,548064
1100809,Candeias do Jamari - RO,2020,562989
1100809,Candeias do Jamari - RO,2021,655606
1100908,Castanheiras - RO,2018,113026
1100908,Castanheiras - RO,2019,103993
1100908,Castanheiras - RO,2020,80395
1100908,Castanheiras - RO,2021,99627
1100924,Chupinguaia - RO,2018,300109
1100924,Chupinguaia - RO,2019,304810
1100924,Chupinguaia - RO,2020,374750
1100924,Chupinguaia - RO,2021,468793
1100940,Cujubim - RO,2018,357078
1100940,Cujubim - RO,2019,385069
1100940,Cujubim - RO,2020,431816
1100940,Cujubim - RO,2021,487480
1101005,Governador Jorge Teixeira - RO,2018,178491
1101005,Governador Jorge Teixeira - RO,2019,177942
1101005,Governador Jorge Teixeira - RO,2020,200565
1101005,Governador Jorge Teixeira - RO,2021,239330
1101104,Itapuã do Oeste - RO,2018,173175
1101104,Itapuã do Oeste - RO,2019,184657
1101104,Itapuã do Oeste - RO,2020,192750
1101104,Itapuã do Oeste - RO,2021,210031
1101203,Ministro Andreazza - RO,2018,205983
1101203,Ministro Andreazza - RO,2019,216434
1101203,Ministro Andreazza - RO,2020,224912
1101203,Ministro Andreazza - RO,2021,297878
1101302,Mirante da Serra - RO,2018,218549
1101302,Mirante da Serra - RO,2019,216961
1101302,Mirante da Serra - RO,2020,231662
1101302,Mirante da Serra - RO,2021,262640
1101401,Monte Negro - RO,2018,284071
1101401,Monte Negro - RO,2019,291812
1101401,Monte Negro - RO,2020,340931
1101401,Monte Negro - RO,2021,389891
1101435,Nova União - RO,2018,121109
1101435,Nova União - RO,2019,117350
1101435,Nova União - RO,2020,128791
1101435,Nova União - RO,2021,157321
1101450,Parecis - RO,2018,106828
1101450,Parecis - RO,2019,107301
1101450,Parecis - RO,2020,120815
1101450,Parecis - RO,2021,155434
1101468,Pimenteiras do Oeste - RO,2018,104550
1101468,Pimenteiras do Oeste - RO,2019,116514
1101468,Pimenteiras do Oeste - RO,2020,148823
1101468,Pimenteiras do Oeste - RO,2021,246209
1101476,Primavera de Rondônia - RO,2018,60540
1101476,Primavera de Rondônia - RO,2019,61854
1101476,Primavera de Rondônia - RO,2020,66465
1101476,Primavera de Rondônia - RO,2021,107030
1101484,São Felipe D'Oeste - RO,2018,89557
1101484,São Felipe D'Oeste - RO,2019,89254
1101484,São Felipe D'Oeste - RO,2020,102279
1101484,São Felipe D'Oeste - RO,2021,130676
1101492,São Francisco do Guaporé - RO,2018,352819
1101492,São Francisco do Guaporé - RO,2019,353339
1101492,São Francisco do Guaporé - RO,2020,397745
1101492,São Francisco do Guaporé - RO,2021,488043
1101500,Seringueiras - RO,2018,234736
1101500,Seringueiras - RO,2019,236261
1101500,Seringueiras - RO,2020,250586
1101500,Seringueiras - RO,2021,332987
1101559,Teixeirópolis - RO,2018,89190
1101559,Teixeirópolis - RO,2019,92344
1101559,Teixeirópolis - RO,2020,97349
1101559,Teixeirópolis - RO,2021,121301
1101609,Theobroma - RO,2018,191947
1101609,Theobroma - RO,2019,191524
1101609,Theobroma - RO,2020,213106
1101609,Theobroma - RO,2021,257426
1101708,Urupá - RO,2018,217076
1101708,Urupá - RO,2019,215416
1101708,Urupá - RO,2020,227775
1101708,Urupá - RO,2021,273501
1101757,Vale do Anari - RO,2018,159964
1101757,Vale do Anari - RO,2019,166804
1101757,Vale do Anari - RO,2020,180702
1101757,Vale do Anari - RO,2021,220588
1101807,Vale do Paraíso - RO,2018,150080
1101807,Vale do Paraíso - RO,2019,146544
1101807,Vale do Paraíso - RO,2020,161248
1101807,Vale do Paraíso - RO,2021,185648
1200013,Acrelândia - AC,2018,253138
1200013,Acrelândia - AC,2019,253152
1200013,Acrelândia - AC,2020,291582
1200013,Acrelândia - AC,2021,398725
1200054,Assis Brasil - AC,2018,89875
1200054,Assis Brasil - AC,2019,92705
1200054,Assis Brasil - AC,2020,96315
1200054,Assis Brasil - AC,2021,133916
1200104,Brasiléia - AC,2018,439547
1200104,Brasiléia - AC,2019,454009
1200104,Brasiléia - AC,2020,488072
1200104,Brasiléia - AC,2021,685636
1200138,Bujari - AC,2018,158191
1200138,Bujari - AC,2019,159100
1200138,Bujari - AC,2020,179175
1200138,Bujari - AC,2021,300830
1200179,Capixaba - AC,2018,164238
1200179,Capixaba - AC,2019,152806
1200179,Capixaba - AC,2020,144677
1200179,Capixaba - AC,2021,512353
1200203,Cruzeiro do Sul - AC,2018,1401490
1200203,Cruzeiro do Sul - AC,2019,1439760
1200203,Cruzeiro do Sul - AC,2020,1793428
1200203,Cruzeiro do Sul - AC,2021,2058630
1200252,Epitaciolândia - AC,2018,440177
1200252,Epitaciolândia - AC,2019,422617
1200252,Epitaciolândia - AC,2020,433585
1200252,Epitaciolândia - AC,2021,644542
1200302,Feijó - AC,2018,366052
1200302,Feijó - AC,2019,362490
1200302,Feijó - AC,2020,386502
1200302,Feijó - AC,2021,567040
1200328,Jordão - AC,2018,78138
1200328,Jordão - AC,2019,82098
1200328,Jordão - AC,2020,82867
1200328,Jordão - AC,2021,113975
1200336,Mâncio Lima - AC,2018,201048
1200336,Mâncio Lima - AC,2019,205214
1200336,Mâncio Lima - AC,2020,215662
1200336,Mâncio Lima - AC,2021,269205
1200344,Manoel Urbano - AC,2018,138288
1200344,Manoel Urbano - AC,2019,131637
1200344,Manoel Urbano - AC,2020,138414
1200344,Manoel Urbano - AC,2021,184904
1200351,Marechal Thaumaturgo - AC,2018,192055
1200351,Marechal Thaumaturgo - AC,2019,194430
1200351,Marechal Thaumaturgo - AC,2020,209775
1200351,Marechal Thaumaturgo - AC,2021,256865
1200385,Plácido de Castro - AC,2018,262261
1200385,Plácido de Castro - AC,2019,276129
1200385,Plácido de Castro - AC,2020,267420
1200385,Plácido de Castro - AC,2021,601471
1200393,Porto Walter - AC,2018,112166
1200393,Porto Walter - AC,2019,118375
1200393,Porto Walter - AC,2020,129394
1200393,Porto Walter - AC,2021,160535
1200401,Rio Branco - AC,2018,8911060
1200401,Rio Branco - AC,2019,9130749
1200401,Rio Branco - AC,2020,9362488
1200401,Rio Branco - AC,2021,10955675
1200427,Rodrigues Alves - AC,2018,187068
1200427,Rodrigues Alves - AC,2019,190863
1200427,Rodrigues Alves - AC,2020,202059
1200427,Rodrigues Alves - AC,2021,255649
1200435,Santa Rosa do Purus - AC,2018,71761
1200435,Santa Rosa do Purus - AC,2019,79725
1200435,Santa Rosa do Purus - AC,2020,83424
1200435,Santa Rosa do Purus - AC,2021,108545
1200450,Senador Guiomard - AC,2018,371144
1200450,Senador Guiomard - AC,2019,360656
1200450,Senador Guiomard - AC,2020,349736
1200450,Senador Guiomard - AC,2021,779672
1200500,Sena Madureira - AC,2018,520298
1200500,Sena Madureira - AC,2019,539331
1200500,Sena Madureira - AC,2020,575264
1200500,Sena Madureira - AC,2021,748094
1200609,Tarauacá - AC,2018,487948
1200609,Tarauacá - AC,2019,482624
1200609,Tarauacá - AC,2020,511369
1200609,Tarauacá - AC,2021,711884
1200708,Xapuri - AC,2018,250235
1200708,Xapuri - AC,2019,274589
1200708,Xapuri - AC,2020,292281
1200708,Xapuri - AC,2021,454981
1200807,Porto Acre - AC,2018,234946
1200807,Porto Acre - AC,2019,226959
1200807,Porto Acre - AC,2020,242881
1200807,Porto Acre - AC,2021,471315
1300029,Alvarães - AM,2018,170089
1300029,Alvarães - AM,2019,196154
1300029,Alvarães - AM,2020,194561
1300029,Alvarães - AM,2021,217333
1300060,Amaturá - AM,2018,83447
1300060,Amaturá - AM,2019,95436
1300060,Amaturá - AM,2020,101934
1300060,Amaturá - AM,2021,118872
1300086,Anamã - AM,2018,116719
1300086,Anamã - AM,2019,125494
1300086,Anamã - AM,2020,129933
1300086,Anamã - AM,2021,138599
1300102,Anori - AM,2018,218807
1300102,Anori - AM,2019,200709
1300102,Anori - AM,2020,215119
1300102,Anori - AM,2021,248435
1300144,Apuí - AM,2018,209970
1300144,Apuí - AM,2019,252677
1300144,Apuí - AM,2020,271930
1300144,Apuí - AM,2021,297810
1300201,Atalaia do Norte - AM,2018,143057
1300201,Atalaia do Norte - AM,2019,150688
1300201,Atalaia do Norte - AM,2020,172713
1300201,Atalaia do Norte - AM,2021,184947
1300300,Autazes - AM,2018,356934
1300300,Autazes - AM,2019,388848
1300300,Autazes - AM,2020,446599
1300300,Autazes - AM,2021,506341
1300409,Barcelos - AM,2018,168626
1300409,Barcelos - AM,2019,189996
1300409,Barcelos - AM,2020,208482
1300409,Barcelos - AM,2021,245622
1300508,Barreirinha - AM,2018,259291
1300508,Barreirinha - AM,2019,286580
1300508,Barreirinha - AM,2020,313547
1300508,Barreirinha - AM,2021,344890
1300607,Benjamin Constant - AM,2018,310751
1300607,Benjamin Constant - AM,2019,347115
1300607,Benjamin Constant - AM,2020,349347
1300607,Benjamin Constant - AM,2021,388781
1300631,Beruri - AM,2018,151805
1300631,Beruri - AM,2019,169892
1300631,Beruri - AM,2020,182503
1300631,Beruri - AM,2021,211871
1300680,Boa Vista do Ramos - AM,2018,140055
1300680,Boa Vista do Ramos - AM,2019,146215
1300680,Boa Vista do Ramos - AM,2020,161505
1300680,Boa Vista do Ramos - AM,2021,182412
1300706,Boca do Acre - AM,2018,415766
1300706,Boca do Acre - AM,2019,444283
1300706,Boca do Acre - AM,2020,475575
1300706,Boca do Acre - AM,2021,512796
1300805,Borba - AM,2018,304755
1300805,Borba - AM,2019,330380
1300805,Borba - AM,2020,361457
1300805,Borba - AM,2021,402131
1300839,Caapiranga - AM,2018,156561
1300839,Caapiranga - AM,2019,168773
1300839,Caapiranga - AM,2020,170630
1300839,Caapiranga - AM,2021,177894
1300904,Canutama - AM,2018,107991
1300904,Canutama - AM,2019,121948
1300904,Canutama - AM,2020,133366
1300904,Canutama - AM,2021,154316
1301001,Carauari - AM,2018,307070
1301001,Carauari - AM,2019,336549
1301001,Carauari - AM,2020,358945
1301001,Carauari - AM,2021,370657
1301100,Careiro - AM,2018,314629
1301100,Careiro - AM,2019,340672
1301100,Careiro - AM,2020,363330
1301100,Careiro - AM,2021,395194
1301159,Careiro da Várzea - AM,2018,337463
1301159,Careiro da Várzea - AM,2019,318688
1301159,Careiro da Várzea - AM,2020,374101
1301159,Careiro da Várzea - AM,2021,413374
1301209,Coari - AM,2018,2018615
1301209,Coari - AM,2019,2253992
1301209,Coari - AM,2020,1923265
1301209,Coari - AM,2021,3380278
1301308,Codajás - AM,2018,501935
1301308,Codajás - AM,2019,505889
1301308,Codajás - AM,2020,498996
1301308,Codajás - AM,2021,531995
1301407,Eirunepé - AM,2018,518216
1301407,Eirunepé - AM,2019,478814
1301407,Eirunepé - AM,2020,502984
1301407,Eirunepé - AM,2021,568039
1301506,Envira - AM,2018,157794
1301506,Envira - AM,2019,172414
1301506,Envira - AM,2020,178128
1301506,Envira - AM,2021,215527
1301605,Fonte Boa - AM,2018,180667
1301605,Fonte Boa - AM,2019,181680
1301605,Fonte Boa - AM,2020,197036
1301605,Fonte Boa - AM,2021,222773
1301654,Guajará - AM,2018,123681
1301654,Guajará - AM,2019,130114
1301654,Guajará - AM,2020,147398
1301654,Guajará - AM,2021,177320
1301704,Humaitá - AM,2018,621322
1301704,Humaitá - AM,2019,721855
1301704,Humaitá - AM,2020,780339
1301704,Humaitá - AM,2021,860168
1301803,Ipixuna - AM,2018,152316
1301803,Ipixuna - AM,2019,177141
1301803,Ipixuna - AM,2020,193669
1301803,Ipixuna - AM,2021,216519
1301852,Iranduba - AM,2018,678368
1301852,Iranduba - AM,2019,691801
1301852,Iranduba - AM,2020,727697
1301852,Iranduba - AM,2021,1001862
1301902,Itacoatiara - AM,2018,1882624
1301902,Itacoatiara - AM,2019,2070851
1301902,Itacoatiara - AM,2020,2273504
1301902,Itacoatiara - AM,2021,2350463
1301951,Itamarati - AM,2018,95522
1301951,Itamarati - AM,2019,99805
1301951,Itamarati - AM,2020,107487
1301951,Itamarati - AM,2021,135620
1302009,Itapiranga - AM,2018,111075
1302009,Itapiranga - AM,2019,129499
1302009,Itapiranga - AM,2020,134333
1302009,Itapiranga - AM,2021,152509
1302108,Japurá - AM,2018,63038
1302108,Japurá - AM,2019,65857
1302108,Japurá - AM,2020,63114
1302108,Japurá - AM,2021,85809
1302207,Juruá - AM,2018,104579
1302207,Juruá - AM,2019,115621
1302207,Juruá - AM,2020,122251
1302207,Juruá - AM,2021,138074
1302306,Jutaí - AM,2018,224322
1302306,Jutaí - AM,2019,230654
1302306,Jutaí - AM,2020,252817
1302306,Jutaí - AM,2021,266377
1302405,Lábrea - AM,2018,493720
1302405,Lábrea - AM,2019,500460
1302405,Lábrea - AM,2020,556267
1302405,Lábrea - AM,2021,625199
1302504,Manacapuru - AM,2018,1428780
1302504,Manacapuru - AM,2019,1502525
1302504,Manacapuru - AM,2020,1432217
1302504,Manacapuru - AM,2021,1544675
1302553,Manaquiri - AM,2018,275567
1302553,Manaquiri - AM,2019,259773
1302553,Manaquiri - AM,2020,274499
1302553,Manaquiri - AM,2021,311335
1302603,Manaus - AM,2018,78155386
1302603,Manaus - AM,2019,84566043
1302603,Manaus - AM,2020,91773536
1302603,Manaus - AM,2021,103281436
1302702,Manicoré - AM,2018,529374
1302702,Manicoré - AM,2019,560803
1302702,Manicoré - AM,2020,621102
1302702,Manicoré - AM,2021,686279
1302801,Maraã - AM,2018,129463
1302801,Maraã - AM,2019,140342
1302801,Maraã - AM,2020,148824
1302801,Maraã - AM,2021,176217
1302900,Maués - AM,2018,502004
1302900,Maués - AM,2019,551175
1302900,Maués - AM,2020,565975
1302900,Maués - AM,2021,595827
1303007,Nhamundá - AM,2018,152077
1303007,Nhamundá - AM,2019,168137
1303007,Nhamundá - AM,2020,185694
1303007,Nhamundá - AM,2021,207005
1303106,Nova Olinda do Norte - AM,2018,247214
1303106,Nova Olinda do Norte - AM,2019,278282
1303106,Nova Olinda do Norte - AM,2020,293887
1303106,Nova Olinda do Norte - AM,2021,341652
1303205,Novo Airão - AM,2018,136543
1303205,Novo Airão - AM,2019,172501
1303205,Novo Airão - AM,2020,172051
1303205,Novo Airão - AM,2021,186533
1303304,Novo Aripuanã - AM,2018,200293
1303304,Novo Aripuanã - AM,2019,212575
1303304,Novo Aripuanã - AM,2020,219412
1303304,Novo Aripuanã - AM,2021,252422
1303403,Parintins - AM,2018,1123079
1303403,Parintins - AM,2019,1225444
1303403,Parintins - AM,2020,1320369
1303403,Parintins - AM,2021,1426984
1303502,Pauini - AM,2018,157104
1303502,Pauini - AM,2019,163873
1303502,Pauini - AM,2020,175059
1303502,Pauini - AM,2021,199541
1303536,Presidente Figueiredo - AM,2018,823936
1303536,Presidente Figueiredo - AM,2019,956464
1303536,Presidente Figueiredo - AM,2020,832243
1303536,Presidente Figueiredo - AM,2021,1031905
1303569,Rio Preto da Eva - AM,2018,382992
1303569,Rio Preto da Eva - AM,2019,439400
1303569,Rio Preto da Eva - AM,2020,374196
1303569,Rio Preto da Eva - AM,2021,407146
1303601,Santa Isabel do Rio Negro - AM,2018,138110
1303601,Santa Isabel do Rio Negro - AM,2019,150012
1303601,Santa Isabel do Rio Negro - AM,2020,157256
1303601,Santa Isabel do Rio Negro - AM,2021,185817
1303700,Santo Antônio do Içá - AM,2018,181771
1303700,Santo Antônio do Içá - AM,2019,191909
1303700,Santo Antônio do Içá - AM,2020,208637
1303700,Santo Antônio do Içá - AM,2021,237314
1303809,São Gabriel da Cachoeira - AM,2018,331771
1303809,São Gabriel da Cachoeira - AM,2019,349719
1303809,São Gabriel da Cachoeira - AM,2020,376603
1303809,São Gabriel da Cachoeira - AM,2021,423054
1303908,São Paulo de Olivença - AM,2018,251748
1303908,São Paulo de Olivença - AM,2019,280976
1303908,São Paulo de Olivença - AM,2020,302085
1303908,São Paulo de Olivença - AM,2021,334131
1303957,São Sebastião do Uatumã - AM,2018,117748
1303957,São Sebastião do Uatumã - AM,2019,121771
1303957,São Sebastião do Uatumã - AM,2020,127895
1303957,São Sebastião do Uatumã - AM,2021,136609
1304005,Silves - AM,2018,101823
1304005,Silves - AM,2019,114106
1304005,Silves - AM,2020,133793
1304005,Silves - AM,2021,175042
1304062,Tabatinga - AM,2018,537079
1304062,Tabatinga - AM,2019,594242
1304062,Tabatinga - AM,2020,652926
1304062,Tabatinga - AM,2021,758036
1304104,Tapauá - AM,2018,247785
1304104,Tapauá - AM,2019,192217
1304104,Tapauá - AM,2020,218672
1304104,Tapauá - AM,2021,239944
1304203,Tefé - AM,2018,936724
1304203,Tefé - AM,2019,1021258
1304203,Tefé - AM,2020,941046
1304203,Tefé - AM,2021,1098392
1304237,Tonantins - AM,2018,133877
1304237,Tonantins - AM,2019,151465
1304237,Tonantins - AM,2020,158633
1304237,Tonantins - AM,2021,185410
1304260,Uarini - AM,2018,188175
1304260,Uarini - AM,2019,196338
1304260,Uarini - AM,2020,205138
1304260,Uarini - AM,2021,229209
1304302,Urucará - AM,2018,330708
1304302,Urucará - AM,2019,302863
1304302,Urucará - AM,2020,306779
1304302,Urucará - AM,2021,205656
1304401,Urucurituba - AM,2018,166521
1304401,Urucurituba - AM,2019,179336
1304401,Urucurituba - AM,2020,195752
1304401,Urucurituba - AM,2021,232661
1400027,Amajari - RR,2018,169685
1400027,Amajari - RR,2019,176954
1400027,Amajari - RR,2020,198107
1400027,Amajari - RR,2021,240826
1400050,Alto Alegre - RR,2018,280115
1400050,Alto Alegre - RR,2019,307361
1400050,Alto Alegre - RR,2020,409619
1400050,Alto Alegre - RR,2021,385507
1400100,Boa Vista - RR,2018,10042234
1400100,Boa Vista - RR,2019,10697931
1400100,Boa Vista - RR,2020,11828926
1400100,Boa Vista - RR,2021,13493364
1400159,Bonfim - RR,2018,281340
1400159,Bonfim - RR,2019,315224
1400159,Bonfim - RR,2020,416440
1400159,Bonfim - RR,2021,522405
1400175,Cantá - RR,2018,268480
1400175,Cantá - RR,2019,275046
1400175,Cantá - RR,2020,325084
1400175,Cantá - RR,2021,353071
1400209,Caracaraí - RR,2018,347040
1400209,Caracaraí - RR,2019,369912
1400209,Caracaraí - RR,2020,410236
1400209,Caracaraí - RR,2021,453298
1400233,Caroebe - RR,2018,178393
1400233,Caroebe - RR,2019,199851
1400233,Caroebe - RR,2020,227485
1400233,Caroebe - RR,2021,236788
1400282,Iracema - RR,2018,159895
1400282,Iracema - RR,2019,158894
1400282,Iracema - RR,2020,182151
1400282,Iracema - RR,2021,208477
1400308,Mucajaí - RR,2018,309570
1400308,Mucajaí - RR,2019,311626
1400308,Mucajaí - RR,2020,348377
1400308,Mucajaí - RR,2021,393852
1400407,Normandia - RR,2018,153495
1400407,Normandia - RR,2019,173355
1400407,Normandia - RR,2020,194764
1400407,Normandia - RR,2021,202859
1400456,Pacaraima - RR,2018,204460
1400456,Pacaraima - RR,2019,261537
1400456,Pacaraima - RR,2020,290184
1400456,Pacaraima - RR,2021,329092
1400472,Rorainópolis - RR,2018,547432
1400472,Rorainópolis - RR,2019,576395
1400472,Rorainópolis - RR,2020,636429
1400472,Rorainópolis - RR,2021,732356
1400506,São João da Baliza - RR,2018,177732
1400506,São João da Baliza - RR,2019,205385
1400506,São João da Baliza - RR,2020,262115
1400506,São João da Baliza - RR,2021,327768
1400605,São Luiz - RR,2018,139074
1400605,São Luiz - RR,2019,143844
1400605,São Luiz - RR,2020,165075
1400605,São Luiz - RR,2021,178972
1400704,Uiramutã - RR,2018,111043
1400704,Uiramutã - RR,2019,118912
1400704,Uiramutã - RR,2020,129282
1400704,Uiramutã - RR,2021,143945
1500107,Abaetetuba - PA,2018,1413517
1500107,Abaetetuba - PA,2019,1491621
1500107,Abaetetuba - PA,2020,1659693
1500107,Abaetetuba - PA,2021,1949341
1500131,Abel Figueiredo - PA,2018,82186
1500131,Abel Figueiredo - PA,2019,84902
1500131,Abel Figueiredo - PA,2020,95863
1500131,Abel Figueiredo - PA,2021,105496
1500206,Acará - PA,2018,913952
1500206,Acará - PA,2019,755091
1500206,Acará - PA,2020,881812
1500206,Acará - PA,2021,1433440
1500305,Afuá - PA,2018,357706
1500305,Afuá - PA,2019,368873
1500305,Afuá - PA,2020,438582
1500305,Afuá - PA,2021,444236
1500347,Água Azul do Norte - PA,2018,422972
1500347,Água Azul do Norte - PA,2019,433939
1500347,Água Azul do Norte - PA,2020,531635
1500347,Água Azul do Norte - PA,2021,643132
1500404,Alenquer - PA,2018,566618
1500404,Alenquer - PA,2019,573058
1500404,Alenquer - PA,2020,692397
1500404,Alenquer - PA,2021,745403
1500503,Almeirim - PA,2018,591446
1500503,Almeirim - PA,2019,543380
1500503,Almeirim - PA,2020,627560
1500503,Almeirim - PA,2021,688370
1500602,Altamira - PA,2018,2723890
1500602,Altamira - PA,2019,2776406
1500602,Altamira - PA,2020,2559968
1500602,Altamira - PA,2021,3120219
1500701,Anajás - PA,2018,206730
1500701,Anajás - PA,2019,213400
1500701,Anajás - PA,2020,228956
1500701,Anajás - PA,2021,259020
1500800,Ananindeua - PA,2018,7522961
1500800,Ananindeua - PA,2019,8163540
1500800,Ananindeua - PA,2020,8117175
1500800,Ananindeua - PA,2021,8939830
1500859,Anapu - PA,2018,368823
1500859,Anapu - PA,2019,415241
1500859,Anapu - PA,2020,522861
1500859,Anapu - PA,2021,588032
1500909,Augusto Corrêa - PA,2018,305707
1500909,Augusto Corrêa - PA,2019,324422
1500909,Augusto Corrêa - PA,2020,366358
1500909,Augusto Corrêa - PA,2021,363771
1500958,Aurora do Pará - PA,2018,260752
1500958,Aurora do Pará - PA,2019,220672
1500958,Aurora do Pará - PA,2020,267915
1500958,Aurora do Pará - PA,2021,308633
1501006,Aveiro - PA,2018,118032
1501006,Aveiro - PA,2019,123024
1501006,Aveiro - PA,2020,138887
1501006,Aveiro - PA,2021,151969
1501105,Bagre - PA,2018,207731
1501105,Bagre - PA,2019,203160
1501105,Bagre - PA,2020,233042
1501105,Bagre - PA,2021,250548
1501204,Baião - PA,2018,346675
1501204,Baião - PA,2019,473026
1501204,Baião - PA,2020,616016
1501204,Baião - PA,2021,562147
1501253,Bannach - PA,2018,78125
1501253,Bannach - PA,2019,80972
